Stationsnamn,MD-MVM_Id,EU_id,Stationskoordinat_N/X,Stationskoordinat_E/Y,Provplatskoordinat_N/X,Provplatskoordinat_E/Y,Koordinatsystem,Provtagningsmedium,Program,Delprogram,Projekt,Län,Kommun,MS_CD_C2,MS_CD_C3,ProvId,Provdatum,Provtagningsår,Provtagningsmånad,Provtagningsdag,Min_provdjup_(m),Max_provdjup_(m),Undersökningstyp,Metodstandard_för_biologisk_provtagning,Provkommentar,Kvalitetsflagga,Provtagningsutrustning,TaxonId,Taxonnamn,Artflagga,Taxonkommentar,Minstorlek_(µm),Maxstorlek_(µm),Täthet_(celler/l),Biovolym_(mm3/l),Artgrupp,Analysmetod,Analyskommentar,Analyslaboratorium,Ackreditering
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68302,1955-05-16,1955,5,16,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000164,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68302,1955-05-16,1955,5,16,0,10,,,,,,1010799,Chlorella,,,,,,0.01925,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68303,1955-05-31,1955,5,31,0,10,,,,,,238916,Eudorina_elegans,,,,,,0.011008,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68303,1955-05-31,1955,5,31,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000284,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68303,1955-05-31,1955,5,31,0,10,,,,,,1010799,Chlorella,,,,,,0.051,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68304,1955-06-13,1955,6,13,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000404,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68304,1955-06-13,1955,6,13,0,10,,,,,,1010799,Chlorella,,,,,,0.05,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68305,1955-06-27,1955,6,27,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000268,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68305,1955-06-27,1955,6,27,0,10,,,,,,1010749,Scenedesmus_s.lat.,,,,,,0.000388,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68305,1955-06-27,1955,6,27,0,10,,,,,,1010799,Chlorella,,,,,,0.0185,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68306,1955-07-11,1955,7,11,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000183,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68306,1955-07-11,1955,7,11,0,10,,,,,,1010799,Chlorella,,,,,,0.0145,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68307,1955-07-26,1955,7,26,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.0000168,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68307,1955-07-26,1955,7,26,0,10,,,,,,1010799,Chlorella,,,,,,0.0105,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68308,1955-08-08,1955,8,8,0,10,,,,,,238881,Pseudosphaerocystis_lacustris,,,,,,0.000136,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68308,1955-08-08,1955,8,8,0,10,,,,,,238885,Sphaerocystis_schroeteri,,,,,,0.0007684,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68308,1955-08-08,1955,8,8,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.00294,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68309,1955-08-22,1955,8,22,0,10,,,,,,238794,Coelastrum_microporum,,,,,,0.00520704,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68309,1955-08-22,1955,8,22,0,10,,,,,,238881,Pseudosphaerocystis_lacustris,,,,,,0.00017,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68309,1955-08-22,1955,8,22,0,10,,,,,,238885,Sphaerocystis_schroeteri,,,,,,0.00077066,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68309,1955-08-22,1955,8,22,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.0000048,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68309,1955-08-22,1955,8,22,0,10,,,,,,257511,Ankyra_judayi,,,,,,0.009548,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68310,1955-09-05,1955,9,5,0,10,,,,,,238794,Coelastrum_microporum,,,,,,0.00809984,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68310,1955-09-05,1955,9,5,0,10,,,,,,238881,Pseudosphaerocystis_lacustris,,,,,,0.0003128,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68310,1955-09-05,1955,9,5,0,10,,,,,,238885,Sphaerocystis_schroeteri,,,,,,0.000452,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68310,1955-09-05,1955,9,5,0,10,,,,,,1010799,Chlorella,,,,,,0.0000448,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68311,1955-09-19,1955,9,19,0,10,,,,,,238783,Monoraphidium_capricornutum,,,,,,0.0039075,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68311,1955-09-19,1955,9,19,0,10,,,,,,238881,Pseudosphaerocystis_lacustris,,,,,,0.000085,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68311,1955-09-19,1955,9,19,0,10,,,,,,238885,Sphaerocystis_schroeteri,,,,,,0.00029832,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68311,1955-09-19,1955,9,19,0,10,,,,,,1010799,Chlorella,,,,,,0.0000031,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68312,1955-10-03,1955,10,3,0,10,,,,,,238783,Monoraphidium_capricornutum,,,,,,0.002475,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68314,1955-12-05,1955,12,5,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000014,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68315,1956-01-11,1956,1,11,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000008,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68316,1956-02-15,1956,2,15,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.0000082,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68318,1956-04-09,1956,4,9,0,10,,,,,,1010799,Chlorella,,,,,,0.00170625,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68319,1956-04-23,1956,4,23,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.0000132,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68319,1956-04-23,1956,4,23,0,10,,,,,,1010799,Chlorella,,,,,,0.00156,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68320,1956-05-08,1956,5,8,0,10,,,,,,1010799,Chlorella,,,,,,0.0115,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68321,1956-05-11,1956,5,11,0,10,,,,,,1010799,Chlorella,,,,,,0.01575,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68322,1956-05-14,1956,5,14,0,10,,,,,,238891,Chlorogonium_maximum,,,,,,0.0039348,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68322,1956-05-14,1956,5,14,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.00003,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68322,1956-05-14,1956,5,14,0,10,,,,,,1010799,Chlorella,,,,,,0.012,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68323,1956-05-28,1956,5,28,0,10,,,,,,238794,Coelastrum_microporum,,,,,,0.1160736,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68323,1956-05-28,1956,5,28,0,10,,,,,,238916,Eudorina_elegans,,,,,,0.0473344,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68323,1956-05-28,1956,5,28,0,10,,,,,,238937,Ankistrodesmus_falcatus,,,,,,0.000078,Chlorophyta,,,,
Görväln_S,337,SE659036-160984,6589962,655471,,,SWEREF99_TM,Sjö,Sötvatten,Stora_sjöarna,Växtplankton_i_Mälaren,Stockholms_län,Järfälla,WA11895268,WA11895268,68323,1956-05-28,1956,5,28,0,10,,,,,,1010799,Chlorella,,,,,,0.00825,Chlorophyta,,,,
